impacto_presupuestario_anio,impacto_presupuestario_mes,ejercicio_presupuestario,sector_id,sector_desc,subsector_id,subsector_desc,caracter_id,caracter_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,entidad_id,entidad_desc,servicio_id,servicio_desc,tipo_id,tipo_desc,clase_id,clase_desc,concepto_id,concepto_desc,subconcepto_id,subconcepto_desc,fuente_financiamiento_id,fuente_financiamiento_desc,clasificador_economico_8_digitos_id,clasificador_economico_8_digitos_desc,prestamo_externo_id,prestamo_externo_desc,recurso_inicial,recurso_vigente,recurso_ingresado_percibido,ultima_actualizacion_fecha
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,50,Ministerio de Economía,0,Ministerio de Economía,0,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,12,Ingresos no impositivos,1,Tasas,9,Otras,87,Fondo de Auditoría de Leyes Nro. 24.196 y 24.402,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,0,0,101.955,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,50,Ministerio de Economía,0,Ministerio de Economía,0,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,12,Ingresos no impositivos,6,Multas,1,Multas por infracciones,4,Artículo 47º Ley 24.240 - Defensa Consumidor,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,36.23,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,50,Ministerio de Economía,0,Ministerio de Economía,0,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,12,Ingresos no impositivos,6,Multas,1,Multas por infracciones,5,Multas por Incomparecencia - Art. 16 Ley Nº 26.993,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,1.35662,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,50,Ministerio de Economía,0,Ministerio de Economía,0,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,12,Ingresos no impositivos,6,Multas,1,Multas por infracciones,29,Otras,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,177.85,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,50,Ministerio de Economía,0,Ministerio de Economía,0,Ministerio de Economía,362,Secretaría de Industria y Desarrollo Productivo,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,97,Aranceles de Homologación de Acuerdos - Art. 15 Ley Nº 26.993,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,0.43919488,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,50,Ministerio de Economía,0,Ministerio de Economía,0,Ministerio de Economía,363,"Secretaría de Agricultura, Ganadería y Pesca",12,Ingresos no impositivos,1,Tasas,9,Otras,29,Varios,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,0,0,88.42800268,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,50,Ministerio de Economía,0,Ministerio de Economía,0,Ministerio de Economía,363,"Secretaría de Agricultura, Ganadería y Pesca",12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,92,Fondo Nacional Pesquero Ley 24.922,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,101.89253964,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,53,Ministerio de Turismo y Deportes,0,Ministerio de Turismo y Deportes,0,Ministerio de Turismo y Deportes,322,Ministerio de Turismo y Deportes,11,Ingresos impositivos,7,Sobre el comercio y las transacciones internacionales,5,Impuesto para una Argentina Inclusiva y Solidaria (PAÍS),2,Decreto 184/20 Artículo 2 Inciso c. Fomento del Turismo Nacional (5% del 30%),1.3,Recursos con Afectación Específica,11122000,Sobre el comercio y las transacciones internacionales,0,GENERICO,0,0,610.53762,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,53,Ministerio de Turismo y Deportes,0,Ministerio de Turismo y Deportes,0,Ministerio de Turismo y Deportes,322,Ministerio de Turismo y Deportes,11,Ingresos impositivos,9,Otros impuestos,9,Otros,44,Fondo Nacional del Turismo,1.3,Recursos con Afectación Específica,11123000,Otros impuestos,0,GENERICO,0,0,1448.50794182,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,53,Ministerio de Turismo y Deportes,0,Ministerio de Turismo y Deportes,0,Ministerio de Turismo y Deportes,322,Ministerio de Turismo y Deportes,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,33,Fondo Nacional del Deporte,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,1.74,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,53,Ministerio de Turismo y Deportes,0,Ministerio de Turismo y Deportes,0,Ministerio de Turismo y Deportes,322,Ministerio de Turismo y Deportes,12,Ingresos no impositivos,9,Otros ingresos no impositivos,2,Especificados,44,Fondo Nacional del Turismo,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,13.89757166,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,53,Ministerio de Turismo y Deportes,0,Ministerio de Turismo y Deportes,0,Ministerio de Turismo y Deportes,322,Ministerio de Turismo y Deportes,14,Venta de bienes y servicios de administraciones públicas,2,Venta de servicios,1,Venta de servicios varios de la Administración Nacional,44,Fondo Nacional del Turismo,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,0,0,13.822675,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,64,Ministerio de Obras Públicas,0,Ministerio de Obras Públicas,0,Ministerio de Obras Públicas,364,Ministerio de Obras Públicas,11,Ingresos impositivos,7,Sobre el comercio y las transacciones internacionales,5,Impuesto para una Argentina Inclusiva y Solidaria (PAÍS),3,Decreto 184/20 Artículo 2 Inciso b. Obras de Infraestructura Económica (65% del 30%),1.3,Recursos con Afectación Específica,11122000,Sobre el comercio y las transacciones internacionales,0,GENERICO,0,0,8298.94104,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,64,Ministerio de Obras Públicas,0,Ministerio de Obras Públicas,0,Ministerio de Obras Públicas,364,Ministerio de Obras Públicas,14,Venta de bienes y servicios de administraciones públicas,1,Venta de bienes,1,Venta de bienes varios de la Administración Nacional,31,Sec. de O.Públ. - Instituto Nacional de Previsión Sísmica,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,0,0,0.015,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,64,Ministerio de Obras Públicas,0,Ministerio de Obras Públicas,0,Ministerio de Obras Públicas,364,Ministerio de Obras Públicas,14,Venta de bienes y servicios de administraciones públicas,2,Venta de servicios,1,Venta de servicios varios de la Administración Nacional,31,Sec. de O.Públ. - Instituto Nacional de Previsión Sísmica,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,0,0,0.2126,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,65,Ministerio de Desarrollo Territorial y Hábitat,0,Ministerio de Desarrollo Territorial y Hábitat,0,Ministerio de Desarrollo Territorial y Hábitat,365,Ministerio de Desarrollo Territorial y Hábitat,22,Transferencias de capital,6,Transferencias de capital del sector externo,2,Transferencias de capital de organismos internacionales,0,Transferencias de capital de organismos internacionales,2.1,Transferencias Externas,12232000,De organismos internacionales,90010201,BID GRT/FM-15083-AR-1 Medidas de eficiencia energética y energía renovable en la vivienda social (GEF 4861),0,667.496117,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,330,Ministerio de Educación,11,Ingresos impositivos,9,Otros impuestos,9,Otros,82,Apuestass a las Carreras,1.3,Recursos con Afectación Específica,11123000,Otros impuestos,0,GENERICO,0,0,0.043125,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,330,Ministerio de Educación,12,Ingresos no impositivos,9,Otros ingresos no impositivos,1,Afectaciones y devoluciones,11,LEY 24.522 DE QUIEBRAS - ARTICULO 224,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,2.53075337,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,70,Ministerio de Educación,0,Ministerio de Educación,0,Ministerio de Educación,330,Ministerio de Educación,12,Ingresos no impositivos,9,Otros ingresos no impositivos,4,Aporte Solidario y Extraordinario para Ayudar a Morigerar los Efectos de la Pandemia,3,Ley Nº 27.605 - Art. 7 - 20%. Programa Integral Becas Progresar,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,196.9314,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,71,"Ministerio de Ciencia, Tecnología e Innovación",0,"Ministerio de Ciencia, Tecnología e Innovación",0,"Ministerio de Ciencia, Tecnología e Innovación",336,"Ministerio de Ciencia, Tecnología e Innovación",12,Ingresos no impositivos,2,Derechos,9,Otros derechos,9,Derechos de Actividad Comercial - APN,1.3,Recursos con Afectación Específica,11320000,Derechos,0,GENERICO,0,0,1.07313676,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,72,Ministerio de Cultura,0,Ministerio de Cultura,0,Ministerio de Cultura,337,Ministerio de Cultura,11,Ingresos impositivos,1,Sobre los ingresos,3,Premios de juegos de azar y concursos deportivos,31,Bibliotecas Populares Ley No 23.351,1.3,Recursos con Afectación Específica,11111000,Sobre los ingresos,0,GENERICO,0,0,98.7323242,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,72,Ministerio de Cultura,0,Ministerio de Cultura,0,Ministerio de Cultura,337,Ministerio de Cultura,12,Ingresos no impositivos,5,Alquileres,9,Otros alquileres,29,Otros,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,13.5,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,72,Ministerio de Cultura,0,Ministerio de Cultura,0,Ministerio de Cultura,337,Ministerio de Cultura,14,Venta de bienes y servicios de administraciones públicas,2,Venta de servicios,1,Venta de servicios varios de la Administración Nacional,29,Otros,1.3,Recursos con Afectación Específica,11400000,Ventas de bienes y serv. de las administraciones públicas,0,GENERICO,0,0,141.21372244,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",350,"Ministerio de Trabajo, Empleo y Seguridad Social",12,Ingresos no impositivos,1,Tasas,9,Otras,89,Ley 24.635 Conciliación Laboral,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,0,0,4.11259603,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",350,"Ministerio de Trabajo, Empleo y Seguridad Social",12,Ingresos no impositivos,6,Multas,1,Multas por infracciones,2,Ley Nº 25.877 - Infrac. a obligaciones de la Seguridad Socia,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,100.21288416,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",350,"Ministerio de Trabajo, Empleo y Seguridad Social",12,Ingresos no impositivos,6,Multas,1,Multas por infracciones,59,Incumplimiento de la normativa laboral federal y de la seguridad social,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,39.86447359,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,75,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",0,"Ministerio de Trabajo, Empleo y Seguridad Social",350,"Ministerio de Trabajo, Empleo y Seguridad Social",12,Ingresos no impositivos,9,Otros ingresos no impositivos,4,Aporte Solidario y Extraordinario para Ayudar a Morigerar los Efectos de la Pandemia,2,"Ley Nº 27.605 - Art. 7 - 20%. Subsidios a las micro, pequeñas y medianas empresas",1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,0,80.7822,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,80,Ministerio de Salud,0,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,12,Ingresos no impositivos,1,Tasas,9,Otras,56,Fondo Nacional de la Salud,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,0,0,15.41417807,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,80,Ministerio de Salud,0,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,12,Ingresos no impositivos,9,Otros ingresos no impositivos,4,Aporte Solidario y Extraordinario para Ayudar a Morigerar los Efectos de la Pandemia,1,Ley Nº 27.605 - Art. 7 - 20%. Equipamiento e insumos médicos,1.3,Recursos con Afectación Específica,11330000,Otros ingresos no impositivos,0,GENERICO,0,-1163.574571,80.7822,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,12,Ingresos no impositivos,1,Tasas,9,Otras,80,Secretaría de Ambiente y Desarrollo Sustentable,1.3,Recursos con Afectación Específica,11310000,Tasas,0,GENERICO,0,0,25.28922885,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90010202,BID GRT/FM-15083-AR-2 Medidas de eficiencia energética y energía renovable en la vivienda social (GEF 4861),0,0,47.96994239,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90036900,CAF AF/AU/RIOU/G1 - Adaptación al cambio climático en ciudades y ecosistemas vulnerables costeros del Rìo Uruguay (ARG - URU),0,0,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90037100,PNUD ARG/21/G28 Incorporación de los criterios de conservación de la biodiversidad en los programas y las políticas públicas sec,0,0,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90044900,PNUD ARG/19/007 Apoyo a la Implementación de la Contribución Nacional (PAI-NDC / NDC Support),0,0,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90045000,UNEP 01617 GEF 9955 Fortalecimiento de Capacidades para la Transparencia Climática Arg,0,0,-24.80872269,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90046500,PNUD ARG/19/G24 Incorporación de la Conservación de la Biodiversidad y el Manejo Sostenible de las Tierras (MST),0,0,-161.24856681,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90046800,"PNUD ARG/20/G27 GEF 10094 Gestión ambientalmente racional de contaminantes orgánicos persistentes, mercurio y otras sust pelig",0,-7.663,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90052600,ECF G-2011-03977 Fortalecimiento en la Identificación de Marcos Regulatorios para la Investigación del,0,0,16.25750816,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90052800,"ECF 74717086 Cooperación Institucional, Técnica y Científica para la Contribución de Políticas Públicas Ambientales",0,0.6,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90060301,PNUD ARG 21/G26 Apoyo a la Preparación del Cuarto Informe Bienal de Actualización de la República Argentina -IBA,0,0,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065101,GEF Estrategia Nacional de Biodiversidad - Marco Mundial sobre Diversidad Biológica post 2020 (GEF 11023) (PNUD 00146097),0,0,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065201,GCF Readiness eficiencia energética en edificios,0,0,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065301,CAF Fortalecimiento de las capacidades nacionales para el manejo ambiental de los contaminantes emergentes y otras sust. peligr,0,3.5,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065401,CB Fortaleciendo el manejo ambientalmente racional de los residuos plásticos en Argentina bajo el Convenio de Basilea,0,3.5,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90065501,Fortalecimiento de las capacidades para el manejo ambiental de los residuos de mercurio,0,0,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90066901,BID ATN/OC-19217-AR Apoyo a la Emergencia Debida a Incendios Forestales en el Norte de Argentina,0,0.063,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90067801,GEF 10960 Fortalecimiento de las Capacidades para Mejorar el Monitoreo y la Presentación de Informes de la CNULD (GEF 10960).,0,0,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90068901,GEF 10973 Prep.Inf. Cbio  Climat,0,0,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90069801,GEF 10973 Prep. Inf. Cbios Climat.,0,0,0,2024-07-01 00:00:00
2023,5,2023,1,Sector Público Nacional no Financiero,1,Administración Nacional,1,Administración Central,81,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,0,Ministerio de Ambiente y Desarrollo Sostenible,317,Ministerio de Ambiente y Desarrollo Sostenible,17,Transferencias corrientes,6,Transferencias corrientes del sector externo,2,Transferencias corrientes de organismos internacionales,0,Transferencias corrientes de organismos internacionales,2.1,Transferencias Externas,11732000,De organismos internacionales,90071601,AFD Implementación del Plan Nacional de Adaptación y Mitigación al Cambio Climático (AFD),0,0,0,2024-07-01 00:00:00
